doi,Materials_1,Polymer_1,conjugation_1,Isomer_1,CentroSymmetry_1,mu_e_1,mu_h_1,E_LUMO (eV)_1,E_HOMO (eV)_1,Materials_2,Polymer_2,conjugation_2,Isomer_2,CentroSymmetry_2,mu_e_2,mu_h_2,E_LUMO (eV)_2,E_HOMO (eV)_2
10.1002/adfm.201102941,SiIDT-BT,*c1cc2c(s1)-c1cc3c(cc1[Si]2(C)C)-c1sc(-c2ccc(*)c4nsnc24)cc1[Si]3(C)C,1,0.0,0,0.0,0.014,-3.1,-5.3,SiIDT-DTBT,*c1ccc(-c2ccc(-c3ccc(-c4cc5c(s4)-c4cc6c(cc4[Si]5(C)C)-c4sc(*)cc4[Si]6(C)C)s3)c3nsnc23)s1,1,0.0,0,0.0,0.28,-3.4,-5.2
10.1002/adfm.201102941,SiIDT-BT,*c1cc2c(s1)-c1cc3c(cc1[Si]2(C)C)-c1sc(-c2ccc(*)c4nsnc24)cc1[Si]3(C)C,1,0.0,0,0.0,0.014,-3.1,-5.3,SiIDT-2FBT,*c1cc2c(s1)-c1cc3c(cc1[Si]2(C)C)-c1sc(-c2c(F)c(F)c(*)c4nsnc24)cc1[Si]3(C)C,1,0.0,0,0.0,0.004,-3.1,-5.3
10.1002/adfm.201102941,SiIDT-BT,*c1cc2c(s1)-c1cc3c(cc1[Si]2(C)C)-c1sc(-c2ccc(*)c4nsnc24)cc1[Si]3(C)C,1,0.0,0,0.0,0.014,-3.1,-5.3,SiIDT-2FDTBT,*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(s4)-c4cc6c(cc4[Si]5(C)C)-c4sc(*)cc4[Si]6(C)C)s3)c3nsnc23)s1,1,0.0,0,0.0,0.19,-3.2,-5.2
10.1002/adfm.201102941,SiIDT-DTBT,*c1ccc(-c2ccc(-c3ccc(-c4cc5c(s4)-c4cc6c(cc4[Si]5(C)C)-c4sc(*)cc4[Si]6(C)C)s3)c3nsnc23)s1,1,0.0,0,0.0,0.28,-3.4,-5.2,SiIDT-2FBT,*c1cc2c(s1)-c1cc3c(cc1[Si]2(C)C)-c1sc(-c2c(F)c(F)c(*)c4nsnc24)cc1[Si]3(C)C,1,0.0,0,0.0,0.004,-3.1,-5.3
10.1002/adfm.201102941,SiIDT-DTBT,*c1ccc(-c2ccc(-c3ccc(-c4cc5c(s4)-c4cc6c(cc4[Si]5(C)C)-c4sc(*)cc4[Si]6(C)C)s3)c3nsnc23)s1,1,0.0,0,0.0,0.28,-3.4,-5.2,SiIDT-2FDTBT,*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(s4)-c4cc6c(cc4[Si]5(C)C)-c4sc(*)cc4[Si]6(C)C)s3)c3nsnc23)s1,1,0.0,0,0.0,0.19,-3.2,-5.2
10.1002/adfm.201102941,SiIDT-2FBT,*c1cc2c(s1)-c1cc3c(cc1[Si]2(C)C)-c1sc(-c2c(F)c(F)c(*)c4nsnc24)cc1[Si]3(C)C,1,0.0,0,0.0,0.004,-3.1,-5.3,SiIDT-2FDTBT,*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(s4)-c4cc6c(cc4[Si]5(C)C)-c4sc(*)cc4[Si]6(C)C)s3)c3nsnc23)s1,1,0.0,0,0.0,0.19,-3.2,-5.2
10.1002/adfm.201300536,PTIIG-T,*c1ccc(-c2cc3c(s2)/C(=C2\C(=O)N(C)c4cc(*)sc42)C(=O)N3C)s1,1,0.0,0,0.0,0.17,-3.62,-5.03,PTIIG-Se,*c1cc2c(s1)/C(=C1\C(=O)N(C)c3cc(-c4ccc(*)[se]4)sc31)C(=O)N2C,1,0.0,0,0.0,0.11,-3.6,-4.95
10.1002/adfm.201300536,PTIIG-T,*c1ccc(-c2cc3c(s2)/C(=C2\C(=O)N(C)c4cc(*)sc42)C(=O)N3C)s1,1,0.0,0,0.0,0.17,-3.62,-5.03,PTIIG-DT,*c1ccc(-c2ccc(-c3cc4c(s3)/C(=C3\C(=O)N(C)c5cc(*)sc53)C(=O)N4C)s2)s1,1,0.0,1,0.0,0.2,-3.5,-5.02
10.1002/adfm.201300536,PTIIG-Se,*c1cc2c(s1)/C(=C1\C(=O)N(C)c3cc(-c4ccc(*)[se]4)sc31)C(=O)N2C,1,0.0,0,0.0,0.11,-3.6,-4.95,PTIIG-DT,*c1ccc(-c2ccc(-c3cc4c(s3)/C(=C3\C(=O)N(C)c5cc(*)sc53)C(=O)N4C)s2)s1,1,0.0,1,0.0,0.2,-3.5,-5.02
10.1002/adfm.201303219,PNDI-TVTO,*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3cc4c5c(c(*)cc6c5c3C(=O)N(C)C6=O)C(=O)N(C)C4=O)s2)s1,1,0.0,1,0.2,0.0,-4.04,-5.63,TVTOEt-BT,*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3sc(-c4cc(C)c(*)s4)cc3C)s2)s1,1,0.0,1,0.0,0.0032,-3.37,-5.25
10.1002/adfm.201303219,PNDI-TVTO,*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3cc4c5c(c(*)cc6c5c3C(=O)N(C)C6=O)C(=O)N(C)C4=O)s2)s1,1,0.0,1,0.2,0.0,-4.04,-5.63,TVTOEt-BTOC12H25,*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3cc(OC)c(-c4sc(*)cc4OC)s3)s2)s1,1,0.0,1,0.0,0.00075,-3.48,-5.2
10.1002/adfm.201303219,PNDI-TVTO,*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3cc4c5c(c(*)cc6c5c3C(=O)N(C)C6=O)C(=O)N(C)C4=O)s2)s1,1,0.0,1,0.2,0.0,-4.04,-5.63,TVTOEt-BDTC12,*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3cc4c(C)c5sc(*)cc5c(C)c4s3)s2)s1,1,0.0,1,0.0,0.02,-3.18,-5.22
10.1002/adfm.201303219,PNDI-TVTO,*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3cc4c5c(c(*)cc6c5c3C(=O)N(C)C6=O)C(=O)N(C)C4=O)s2)s1,1,0.0,1,0.2,0.0,-4.04,-5.63,TVTOEt-BDTOC12,*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3cc4c(OC)c5sc(*)cc5c(OC)c4s3)s2)s1,1,0.0,1,0.0,0.0003,-3.26,-5.2
10.1002/adfm.201303219,TVTOEt-BT,*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3sc(-c4cc(C)c(*)s4)cc3C)s2)s1,1,0.0,1,0.0,0.0032,-3.37,-5.25,TVTOEt-BTOC12H25,*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3cc(OC)c(-c4sc(*)cc4OC)s3)s2)s1,1,0.0,1,0.0,0.00075,-3.48,-5.2
10.1002/adfm.201303219,TVTOEt-BT,*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3sc(-c4cc(C)c(*)s4)cc3C)s2)s1,1,0.0,1,0.0,0.0032,-3.37,-5.25,TVTOEt-BDTC12,*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3cc4c(C)c5sc(*)cc5c(C)c4s3)s2)s1,1,0.0,1,0.0,0.02,-3.18,-5.22
10.1002/adfm.201303219,TVTOEt-BT,*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3sc(-c4cc(C)c(*)s4)cc3C)s2)s1,1,0.0,1,0.0,0.0032,-3.37,-5.25,TVTOEt-BDTOC12,*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3cc4c(OC)c5sc(*)cc5c(OC)c4s3)s2)s1,1,0.0,1,0.0,0.0003,-3.26,-5.2
10.1002/adfm.201303219,TVTOEt-BTOC12H25,*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3cc(OC)c(-c4sc(*)cc4OC)s3)s2)s1,1,0.0,1,0.0,0.00075,-3.48,-5.2,TVTOEt-BDTC12,*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3cc4c(C)c5sc(*)cc5c(C)c4s3)s2)s1,1,0.0,1,0.0,0.02,-3.18,-5.22
10.1002/adfm.201303219,TVTOEt-BTOC12H25,*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3cc(OC)c(-c4sc(*)cc4OC)s3)s2)s1,1,0.0,1,0.0,0.00075,-3.48,-5.2,TVTOEt-BDTOC12,*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3cc4c(OC)c5sc(*)cc5c(OC)c4s3)s2)s1,1,0.0,1,0.0,0.0003,-3.26,-5.2
10.1002/adfm.201303219,TVTOEt-BDTC12,*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3cc4c(C)c5sc(*)cc5c(C)c4s3)s2)s1,1,0.0,1,0.0,0.02,-3.18,-5.22,TVTOEt-BDTOC12,*c1ccc(/C(OCC)=C(\OCC)c2ccc(-c3cc4c(OC)c5sc(*)cc5c(OC)c4s3)s2)s1,1,0.0,1,0.0,0.0003,-3.26,-5.2
10.1002/adfm.201402307,TTIID-BT,*c1ccc(-c2ccc(-c3cc4sc5c(c4s3)N(C)C(=O)/C5=C3/C(=O)N(C)c4c3sc3cc(*)sc43)s2)s1,1,0.0,1,0.1,0.4,-3.6,-4.8,TTIID-BTz,*c1cc2sc3c(c2s1)N(C)C(=O)/C3=C1/C(=O)N(C)c2c1sc1cc(-c3ccc(*)c4nsnc34)sc21,1,0.0,0,0.7,0.4,-3.9,-4.9
10.1002/adfm.201402307,TTIID-BT,*c1ccc(-c2ccc(-c3cc4sc5c(c4s3)N(C)C(=O)/C5=C3/C(=O)N(C)c4c3sc3cc(*)sc43)s2)s1,1,0.0,1,0.1,0.4,-3.6,-4.8,TTIID-T,*c1ccc(-c2cc3sc4c(c3s2)N(C)C(=O)/C4=C2/C(=O)N(C)c3c2sc2cc(*)sc32)s1,1,0.0,0,0.2,0.2,-3.7,-4.8
10.1002/adfm.201402307,TTIID-BTz,*c1cc2sc3c(c2s1)N(C)C(=O)/C3=C1/C(=O)N(C)c2c1sc1cc(-c3ccc(*)c4nsnc34)sc21,1,0.0,0,0.7,0.4,-3.9,-4.9,TTIID-T,*c1ccc(-c2cc3sc4c(c3s2)N(C)C(=O)/C4=C2/C(=O)N(C)c3c2sc2cc(*)sc32)s1,1,0.0,0,0.2,0.2,-3.7,-4.8
10.1002/adfm.201404540,PDPP[T]2-T,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(*)s5)s4)=C3C(=O)N2C)s1,1,0.0,0,0.0,0.6,-3.69,-5.75,PDPP[T]2-TF 2,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(*)c(F)c5F)s4)=C3C(=O)N2C)s1,1,0.0,0,0.21,0.25,-3.7,-5.91
10.1002/adfm.201404540,PDPP[T]2-T,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(*)s5)s4)=C3C(=O)N2C)s1,1,0.0,0,0.0,0.6,-3.69,-5.75,PDPP[Py]2-T,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(*)s5)cn4)=C3C(=O)N2C)nc1,1,0.0,0,0.63,0.0,-3.78,-6.08
10.1002/adfm.201404540,PDPP[T]2-T,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(*)s5)s4)=C3C(=O)N2C)s1,1,0.0,0,0.0,0.6,-3.69,-5.75,PDPP[Py]2-TF 2,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(*)c(F)c5F)cn4)=C3C(=O)N2C)nc1,1,0.0,0,0.15,0.0,-3.81,-6.11
10.1002/adfm.201404540,PDPP[T]2-T,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(*)s5)s4)=C3C(=O)N2C)s1,1,0.0,0,0.0,0.6,-3.69,-5.75,PDPP[Ph]2-T,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(*)s5)cc4)=C3C(=O)N2C)cc1,1,0.0,0,0.0,0.0008,-3.53,-5.97
10.1002/adfm.201404540,PDPP[T]2-T,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(*)s5)s4)=C3C(=O)N2C)s1,1,0.0,0,0.0,0.6,-3.69,-5.75,PDPP[Ph]2-TF 2,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(*)c(F)c5F)cc4)=C3C(=O)N2C)cc1,1,0.0,0,0.0,0.00015,-3.57,-6.04
10.1002/adfm.201404540,PDPP[T]2-TF 2,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(*)c(F)c5F)s4)=C3C(=O)N2C)s1,1,0.0,0,0.21,0.25,-3.7,-5.91,PDPP[Py]2-T,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(*)s5)cn4)=C3C(=O)N2C)nc1,1,0.0,0,0.63,0.0,-3.78,-6.08
10.1002/adfm.201404540,PDPP[T]2-TF 2,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(*)c(F)c5F)s4)=C3C(=O)N2C)s1,1,0.0,0,0.21,0.25,-3.7,-5.91,PDPP[Py]2-TF 2,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(*)c(F)c5F)cn4)=C3C(=O)N2C)nc1,1,0.0,0,0.15,0.0,-3.81,-6.11
10.1002/adfm.201404540,PDPP[T]2-TF 2,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(*)c(F)c5F)s4)=C3C(=O)N2C)s1,1,0.0,0,0.21,0.25,-3.7,-5.91,PDPP[Ph]2-T,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(*)s5)cc4)=C3C(=O)N2C)cc1,1,0.0,0,0.0,0.0008,-3.53,-5.97
10.1002/adfm.201404540,PDPP[T]2-TF 2,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(*)c(F)c5F)s4)=C3C(=O)N2C)s1,1,0.0,0,0.21,0.25,-3.7,-5.91,PDPP[Ph]2-TF 2,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(*)c(F)c5F)cc4)=C3C(=O)N2C)cc1,1,0.0,0,0.0,0.00015,-3.57,-6.04
10.1002/adfm.201404540,PDPP[Py]2-T,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(*)s5)cn4)=C3C(=O)N2C)nc1,1,0.0,0,0.63,0.0,-3.78,-6.08,PDPP[Py]2-TF 2,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(*)c(F)c5F)cn4)=C3C(=O)N2C)nc1,1,0.0,0,0.15,0.0,-3.81,-6.11
10.1002/adfm.201404540,PDPP[Py]2-T,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(*)s5)cn4)=C3C(=O)N2C)nc1,1,0.0,0,0.63,0.0,-3.78,-6.08,PDPP[Ph]2-T,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(*)s5)cc4)=C3C(=O)N2C)cc1,1,0.0,0,0.0,0.0008,-3.53,-5.97
10.1002/adfm.201404540,PDPP[Py]2-T,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(*)s5)cn4)=C3C(=O)N2C)nc1,1,0.0,0,0.63,0.0,-3.78,-6.08,PDPP[Ph]2-TF 2,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(*)c(F)c5F)cc4)=C3C(=O)N2C)cc1,1,0.0,0,0.0,0.00015,-3.57,-6.04
10.1002/adfm.201404540,PDPP[Py]2-TF 2,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(*)c(F)c5F)cn4)=C3C(=O)N2C)nc1,1,0.0,0,0.15,0.0,-3.81,-6.11,PDPP[Ph]2-T,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(*)s5)cc4)=C3C(=O)N2C)cc1,1,0.0,0,0.0,0.0008,-3.53,-5.97
10.1002/adfm.201404540,PDPP[Py]2-TF 2,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(*)c(F)c5F)cn4)=C3C(=O)N2C)nc1,1,0.0,0,0.15,0.0,-3.81,-6.11,PDPP[Ph]2-TF 2,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(*)c(F)c5F)cc4)=C3C(=O)N2C)cc1,1,0.0,0,0.0,0.00015,-3.57,-6.04
10.1002/adfm.201404540,PDPP[Ph]2-T,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(*)s5)cc4)=C3C(=O)N2C)cc1,1,0.0,0,0.0,0.0008,-3.53,-5.97,PDPP[Ph]2-TF 2,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(*)c(F)c5F)cc4)=C3C(=O)N2C)cc1,1,0.0,0,0.0,0.00015,-3.57,-6.04
10.1002/adfm.201502826,PBTTT,*c1cc2sc(-c3sc(-c4cc(C)c(*)s4)cc3C)cc2s1,1,0.0,1,0.0,0.72,-3.19,-5.1,PFBTTT,*c1cc2sc(-c3sc(-c4sc(*)c(C)c4F)c(F)c3C)cc2s1,1,0.0,1,0.0,0.32,-3.17,-5.1
10.1002/adfm.201604286,TPD-DTBT,*c1ccc(-c2ccc(-c3ccc(-c4sc(-c5sc(*)c6c5C(=O)N(C)C6=O)c5c4C(=O)N(C)C5=O)s3)c3nsnc23)s1,1,0.0,0,1.02,0.33,-4.01,-5.72,TPD-2FDTBT,*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4sc(-c5sc(*)c6c5C(=O)N(C)C6=O)c5c4C(=O)N(C)C5=O)s3)c3nsnc23)s1,1,0.0,0,0.36,0.16,-4.1,-5.85
10.1002/adfm.201604608,PSNVT-DT,*c1ccc(/C=C/c2ccc(-c3sc(-c4c5c(c(-c6cc(C)c(*)s6)c6nn(C)nc46)N=S=N5)cc3C)s2)s1,1,0.0,0,0.0,3.22,-3.58,-4.98,PSNVF-DT,*c1ccc(/C=C/c2ccc(-c3sc(-c4c5c(c(-c6cc(C)c(*)s6)c6nn(C)nc46)N=S=N5)cc3C)o2)o1,1,0.0,0,0.0,1.21,-3.58,-4.93
10.1002/adfm.201604608,PSNVT-DT,*c1ccc(/C=C/c2ccc(-c3sc(-c4c5c(c(-c6cc(C)c(*)s6)c6nn(C)nc46)N=S=N5)cc3C)s2)s1,1,0.0,0,0.0,3.22,-3.58,-4.98,PSNVTz-DT,*c1cnc(/C=C/c2ncc(-c3sc(-c4c5c(c(-c6cc(C)c(*)s6)c6nn(C)nc46)N=S=N5)cc3C)s2)s1,1,0.0,0,0.16,0.086,-3.72,-5.21
10.1002/adfm.201604608,PSNVF-DT,*c1ccc(/C=C/c2ccc(-c3sc(-c4c5c(c(-c6cc(C)c(*)s6)c6nn(C)nc46)N=S=N5)cc3C)o2)o1,1,0.0,0,0.0,1.21,-3.58,-4.93,PSNVTz-DT,*c1cnc(/C=C/c2ncc(-c3sc(-c4c5c(c(-c6cc(C)c(*)s6)c6nn(C)nc46)N=S=N5)cc3C)s2)s1,1,0.0,0,0.16,0.086,-3.72,-5.21
10.1002/adfm.201701486,pSN-NDI,*c1cc2c3c(c(-c4sc(-c5c6c(c(-c7cc(C)c(*)s7)c7nn(C)nc57)N=S=N6)cc4C)cc4c3c1C(=O)N(C)C4=O)C(=O)N(C)C2=O,1,0.0,0,0.0011,0.0,-3.72,-5.35,pSeN-NDI,*c1cc2c3c(c(-c4sc(-c5c6c(c(-c7cc(C)c(*)s7)c7nn(C)nc57)N=[Se]=N6)cc4C)cc4c3c1C(=O)N(C)C4=O)C(=O)N(C)C2=O,1,0.0,0,0.0041,0.0,-3.85,-5.2
10.1002/adfm.201701486,pSN-NDI,*c1cc2c3c(c(-c4sc(-c5c6c(c(-c7cc(C)c(*)s7)c7nn(C)nc57)N=S=N6)cc4C)cc4c3c1C(=O)N(C)C4=O)C(=O)N(C)C2=O,1,0.0,0,0.0011,0.0,-3.72,-5.35,pBBT-NDI,*c1cc2c3c(c(-c4sc(-c5c6c(c(-c7cc(C)c(*)s7)c7nsnc57)N=S=N6)cc4C)cc4c3c1C(=O)N(C)C4=O)C(=O)N(C)C2=O,1,0.0,1,0.039,0.0,-3.93,-5.68
10.1002/adfm.201701486,pSN-NDI,*c1cc2c3c(c(-c4sc(-c5c6c(c(-c7cc(C)c(*)s7)c7nn(C)nc57)N=S=N6)cc4C)cc4c3c1C(=O)N(C)C4=O)C(=O)N(C)C2=O,1,0.0,0,0.0011,0.0,-3.72,-5.35,pSeS-NDI,*c1cc2c3c(c(-c4sc(-c5c6c(c(-c7cc(C)c(*)s7)c7n[se]nc57)N=S=N6)cc4C)cc4c3c1C(=O)N(C)C4=O)C(=O)N(C)C2=O,1,0.0,0,0.0027,0.0,-4.03,-5.34
10.1002/adfm.201701486,pSeN-NDI,*c1cc2c3c(c(-c4sc(-c5c6c(c(-c7cc(C)c(*)s7)c7nn(C)nc57)N=[Se]=N6)cc4C)cc4c3c1C(=O)N(C)C4=O)C(=O)N(C)C2=O,1,0.0,0,0.0041,0.0,-3.85,-5.2,pBBT-NDI,*c1cc2c3c(c(-c4sc(-c5c6c(c(-c7cc(C)c(*)s7)c7nsnc57)N=S=N6)cc4C)cc4c3c1C(=O)N(C)C4=O)C(=O)N(C)C2=O,1,0.0,1,0.039,0.0,-3.93,-5.68
10.1002/adfm.201701486,pSeN-NDI,*c1cc2c3c(c(-c4sc(-c5c6c(c(-c7cc(C)c(*)s7)c7nn(C)nc57)N=[Se]=N6)cc4C)cc4c3c1C(=O)N(C)C4=O)C(=O)N(C)C2=O,1,0.0,0,0.0041,0.0,-3.85,-5.2,pSeS-NDI,*c1cc2c3c(c(-c4sc(-c5c6c(c(-c7cc(C)c(*)s7)c7n[se]nc57)N=S=N6)cc4C)cc4c3c1C(=O)N(C)C4=O)C(=O)N(C)C2=O,1,0.0,0,0.0027,0.0,-4.03,-5.34
10.1002/adfm.201701486,pBBT-NDI,*c1cc2c3c(c(-c4sc(-c5c6c(c(-c7cc(C)c(*)s7)c7nsnc57)N=S=N6)cc4C)cc4c3c1C(=O)N(C)C4=O)C(=O)N(C)C2=O,1,0.0,1,0.039,0.0,-3.93,-5.68,pSeS-NDI,*c1cc2c3c(c(-c4sc(-c5c6c(c(-c7cc(C)c(*)s7)c7n[se]nc57)N=S=N6)cc4C)cc4c3c1C(=O)N(C)C4=O)C(=O)N(C)C2=O,1,0.0,0,0.0027,0.0,-4.03,-5.34
10.1002/adfm.201801097,pyDPP-BT-AFM,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(-c6ccc(*)s6)s5)cn4)=C3C(=O)N2C)nc1,1,0.0,1,1.05,0.86,-3.47,-5.65,DiPyDPP-4FBT,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(-c6sc(*)c(F)c6F)c(F)c5F)cn4)=C3C(=O)N2C)nc1,1,0.0,1,2.45,0.0,-3.69,-5.96
10.1002/adfm.201801097,pyDPP-BT-AFM,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(-c6ccc(*)s6)s5)cn4)=C3C(=O)N2C)nc1,1,0.0,1,1.05,0.86,-3.47,-5.65,DiPyDPP-4FTVT,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(/C=C/c6sc(*)c(F)c6F)c(F)c5F)cn4)=C3C(=O)N2C)nc1,1,0.0,1,1.35,0.0,-3.67,-5.89
10.1002/adfm.201801097,DiPyDPP-4FBT,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(-c6sc(*)c(F)c6F)c(F)c5F)cn4)=C3C(=O)N2C)nc1,1,0.0,1,2.45,0.0,-3.69,-5.96,DiPyDPP-4FTVT,*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(/C=C/c6sc(*)c(F)c6F)c(F)c5F)cn4)=C3C(=O)N2C)nc1,1,0.0,1,1.35,0.0,-3.67,-5.89
10.1002/adfm.201804839,PBAI-V,*/C=C/c1sc(-c2ccc(-c3c(=O)n4c5ccccc5c5c(-c6ccc(-c7cc(C)c(*)s7)s6)c(=O)n6c7ccccc7c3c6c54)s2)cc1C,1,0.0,1,0.34,1.3,-3.65,-5.22,P2FBAI-V,*/C=C/c1sc(-c2ccc(-c3c(=O)n4c5ccc(F)cc5c5c(-c6ccc(-c7cc(C)c(*)s7)s6)c(=O)n6c7ccc(F)cc7c3c6c54)s2)cc1C,1,0.0,1,0.16,0.00084,-3.72,-5.58
10.1002/adfm.201804839,PBAI-V,*/C=C/c1sc(-c2ccc(-c3c(=O)n4c5ccccc5c5c(-c6ccc(-c7cc(C)c(*)s7)s6)c(=O)n6c7ccccc7c3c6c54)s2)cc1C,1,0.0,1,0.34,1.3,-3.65,-5.22,P2ClBAI-V,*/C=C/c1sc(-c2ccc(-c3c(=O)n4c5ccc(Cl)cc5c5c(-c6ccc(-c7cc(C)c(*)s7)s6)c(=O)n6c7ccc(Cl)cc7c3c6c54)s2)cc1C,1,0.0,1,1.46,4.04,-3.7,-5.32
10.1002/adfm.201804839,PBAI-V,*/C=C/c1sc(-c2ccc(-c3c(=O)n4c5ccccc5c5c(-c6ccc(-c7cc(C)c(*)s7)s6)c(=O)n6c7ccccc7c3c6c54)s2)cc1C,1,0.0,1,0.34,1.3,-3.65,-5.22,P4OBAI-V,*/C=C/c1sc(-c2ccc(-c3c(=O)n4c5cc6c(cc5c5c(-c7ccc(-c8cc(C)c(*)s8)s7)c(=O)n7c8cc9c(cc8c3c7c54)OCO9)OCO6)s2)cc1C,1,0.0,1,0.085,0.17,-3.57,-5.16
10.1002/adfm.201804839,P2FBAI-V,*/C=C/c1sc(-c2ccc(-c3c(=O)n4c5ccc(F)cc5c5c(-c6ccc(-c7cc(C)c(*)s7)s6)c(=O)n6c7ccc(F)cc7c3c6c54)s2)cc1C,1,0.0,1,0.16,0.00084,-3.72,-5.58,P2ClBAI-V,*/C=C/c1sc(-c2ccc(-c3c(=O)n4c5ccc(Cl)cc5c5c(-c6ccc(-c7cc(C)c(*)s7)s6)c(=O)n6c7ccc(Cl)cc7c3c6c54)s2)cc1C,1,0.0,1,1.46,4.04,-3.7,-5.32
10.1002/adfm.201804839,P2FBAI-V,*/C=C/c1sc(-c2ccc(-c3c(=O)n4c5ccc(F)cc5c5c(-c6ccc(-c7cc(C)c(*)s7)s6)c(=O)n6c7ccc(F)cc7c3c6c54)s2)cc1C,1,0.0,1,0.16,0.00084,-3.72,-5.58,P4OBAI-V,*/C=C/c1sc(-c2ccc(-c3c(=O)n4c5cc6c(cc5c5c(-c7ccc(-c8cc(C)c(*)s8)s7)c(=O)n7c8cc9c(cc8c3c7c54)OCO9)OCO6)s2)cc1C,1,0.0,1,0.085,0.17,-3.57,-5.16
10.1002/adfm.201804839,P2ClBAI-V,*/C=C/c1sc(-c2ccc(-c3c(=O)n4c5ccc(Cl)cc5c5c(-c6ccc(-c7cc(C)c(*)s7)s6)c(=O)n6c7ccc(Cl)cc7c3c6c54)s2)cc1C,1,0.0,1,1.46,4.04,-3.7,-5.32,P4OBAI-V,*/C=C/c1sc(-c2ccc(-c3c(=O)n4c5cc6c(cc5c5c(-c7ccc(-c8cc(C)c(*)s8)s7)c(=O)n7c8cc9c(cc8c3c7c54)OCO9)OCO6)s2)cc1C,1,0.0,1,0.085,0.17,-3.57,-5.16
10.1002/adfm.201805994,PIIG-T2,*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc(-c3ccc(-c4ccc(*)s4)s3)ccc21,1,0.0,1,0.01,0.09,-3.99,-5.63,IIDFBT (NohYY PIIG-iFBT2),*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc(-c3cc(F)c(-c4sc(*)cc4F)s3)ccc21,1,0.0,1,0.05,0.12,-4.17,-5.8
